	Astrocytes_14	Astrocytes_40	Astrocytes_41	Astrocytes_42	Astrocytes_44	Blood_73	Ependymal_47	Excluded_30	Excluded_38	Excluded_44	Excluded_6	Immune_14	Immune_32	Immune_34	Immune_35	Neurons_10	Neurons_11	Neurons_12	Neurons_14	Neurons_15	Neurons_16	Neurons_17	Neurons_18	Neurons_19	Neurons_20	Neurons_21	Neurons_22	Neurons_23	Neurons_24	Neurons_25	Neurons_26	Neurons_27	Neurons_28	Neurons_30	Neurons_48	Neurons_49	Neurons_51	Neurons_52	Neurons_54	Neurons_58	Neurons_59	Neurons_60	Neurons_61	Neurons_62	Neurons_63	Oligos_0	Oligos_1	Oligos_14	Oligos_5	Oligos_53	Vascular_14	Vascular_46	Vascular_67	Vascular_68	Vascular_69	Vascular_70
662.584x911.287	0.06903618	1.9360252e-10	1.9349988e-10	1.928172e-10	1.9058864e-10	0.13342807	1.9152041000000002e-10	0.021881642000000003	0.027427481	1.9138092e-10	0.04637438	1.9315217e-10	1.9177703999999998e-10	0.017818054	1.934379e-10	1.920208e-10	1.9257794e-10	0.41027734	1.9301408000000002e-10	1.9321997e-10	1.9182678e-10	0.0064506903	1.9229496e-10	1.918784e-10	1.9203508e-10	1.9347482e-10	0.031747393	1.9338221e-10	1.9306673e-10	0.047839995	0.022326037000000003	1.930472e-10	1.9137291999999999e-10	1.9250046000000001e-10	1.910844e-10	1.9044075e-10	1.9287938000000001e-10	1.9359181e-10	1.9220549e-10	0.07682647	1.9116388e-10	1.9205669e-10	1.9056391e-10	1.916622e-10	1.9161396e-10	1.934833e-10	1.919311e-10	1.9375323999999999e-10	0.041228633	1.9305199e-10	1.9360031999999999e-10	0.00665252	0.007137551999999998	0.023409085	1.9174996e-10	0.010138504
674.322x931.7	0.022859378	0.048008468	1.2684402e-10	1.2646933999999998e-10	1.2669775e-10	0.15235746	0.007007859	1.2679928000000002e-10	1.2783034e-10	1.264773e-10	0.04240808	1.2691978000000001e-10	1.2781354e-10	0.0034453704	1.2724628e-10	1.2760891000000002e-10	1.275162e-10	0.39736453	1.2763228e-10	1.2710075e-10	0.04113724	1.2782693e-10	1.2664797e-10	1.2734e-10	1.2669195e-10	1.2669073e-10	0.015742755	1.2692898e-10	0.036978383	0.11352755	0.06396325	1.269619e-10	1.2695754e-10	1.2759235e-10	1.2787961e-10	1.272026e-10	1.2619682e-10	1.2636373999999998e-10	1.277258e-10	1.2748873e-10	1.2614627e-10	1.2651856000000001e-10	1.2777868e-10	1.271633e-10	1.2678403999999998e-10	1.2683193e-10	0.004822150999999999	1.2774626e-10	0.034115735	1.2695633e-10	1.2660063e-10	1.2724433e-10	1.2659895e-10	0.005490648000000001	1.2617513999999998e-10	0.010771178
686.059x911.287	0.022792414	0.047219627	2.5081762e-10	2.5327995e-10	2.5297722e-10	0.04161119	0.013616364	2.5065402999999997e-10	0.016500853	2.521448e-10	0.13251366	2.5151078e-10	0.0016585906	2.5284264e-10	2.5330892999999997e-10	2.5079797e-10	2.5200392e-10	0.40922818	2.5342153e-10	2.5334615e-10	0.009014418	0.059879836	2.5356708e-10	2.5065022e-10	2.514278e-10	2.5092622e-10	2.5095875e-10	2.538676e-10	2.5159233e-10	0.05752908	0.027937207	2.5031102000000003e-10	2.5366187000000004e-10	2.505465e-10	2.5278717999999996e-10	2.5264403999999997e-10	2.5348776e-10	2.5229682e-10	2.534259e-10	0.058882244000000014	2.5078936e-10	2.5287014e-10	2.537906e-10	2.5048724e-10	2.5392957e-10	2.5256597000000003e-10	2.5116803e-10	2.5392377000000003e-10	0.042530604000000014	2.5300906e-10	2.5260063e-10	0.020235442	0.008712872	0.00845945	2.5297142e-10	0.021677937
697.627x931.7	2.0137401e-10	0.068882875	2.0012195e-10	1.9861041999999998e-10	2.0028423e-10	0.034002945	0.011941137	0.021154208	1.9796707e-10	2.0014942e-10	0.07889904	0.008015298	0.007590558000000002	2.013306e-10	2.0032473000000002e-10	2.0073015e-10	2.0037746000000002e-10	0.4757419	1.992737e-10	2.0055985e-10	2.0159807e-10	0.023406222	1.9865058e-10	2.0105471e-10	1.9933376e-10	1.9997352e-10	0.022894328	2.0076348e-10	2.0155347e-10	0.046735913	0.031353152999999995	1.992794e-10	2.004585e-10	2.0152502e-10	2.0093623999999998e-10	0.018105777	2.0035262e-10	1.9966441e-10	1.9992621e-10	0.05344955	2.007807e-10	1.9902985e-10	2.004329e-10	1.9924597e-10	2.0045009e-10	2.000876e-10	2.0126227e-10	1.9849908e-10	0.016986994	2.0090482e-10	0.0029956065	0.027722294	1.9924938000000001e-10	0.034577046	0.0076265857	0.007918718
709.365x911.287	0.011447194	0.018724576	7.599071e-11	7.5889316e-11	7.601376e-11	7.6381165e-11	0.0069604465	7.667836e-11	7.669928e-11	7.571106e-11	0.055261843	7.624346e-11	7.662265e-11	0.0009923358	7.614929499999998e-11	7.556174e-11	7.556145e-11	0.5674904000000001	7.6275465e-11	7.557933e-11	0.005707519	7.6391365e-11	7.632597e-11	7.588483000000001e-11	7.615771e-11	7.5679435e-11	7.5826234e-11	7.566515e-11	0.07878342	0.15628856	0.05275298	7.645754e-11	7.623708000000002e-11	7.5839834e-11	7.6392385e-11	7.628551e-11	7.588136e-11	7.574514e-11	0.016146805	7.601767e-11	7.550757e-11	7.6135785e-11	7.55518e-11	7.6583496e-11	7.632859e-11	7.62727e-11	0.006057356	7.6582775e-11	0.012895455	7.573604e-11	7.659956e-11	7.619476600000001e-11	7.568247e-11	0.010491074	7.616237e-11	7.6227476e-11
721.102x931.7	0.017049694	0.05996382	2.3760063e-10	2.3686714e-10	2.379308e-10	0.16860247	0.013048122	2.371637e-10	0.024328481	2.3826183e-10	0.041367386	2.3855787e-10	2.3783682999999997e-10	2.3897367e-10	2.389732e-10	2.3754354e-10	2.380588e-10	0.4011637	2.3705382000000003e-10	2.3641084e-10	2.3648253e-10	0.008870697	2.3678404e-10	2.3751273e-10	2.3569585e-10	2.3860475e-10	0.02981526	0.035230566	2.3800523e-10	0.07252821	0.030964188	2.3746063e-10	2.3690282999999997e-10	2.376029e-10	2.3889846e-10	2.358915e-10	2.3723654e-10	2.3644509e-10	2.3851102000000003e-10	0.071390346	2.386234e-10	2.372981e-10	2.379834e-10	2.368685e-10	2.3723157000000003e-10	0.008923965	2.351947e-10	2.369304e-10	2.3745703e-10	2.3793395e-10	2.3883925e-10	0.010013657	2.3799704e-10	0.006739357	2.382873e-10	2.357089e-10
732.84x911.287	2.944057200000001e-10	0.05623453	2.9127178e-10	2.9419972e-10	2.953421700000001e-10	0.02496269	2.9226513e-10	2.9473274e-10	0.029470704	2.9518224e-10	0.11642642	2.9302032999999996e-10	2.9268576000000003e-10	2.942098200000001e-10	2.9348012999999996e-10	2.9158806e-10	2.9373548e-10	0.41306287	2.9292088e-10	2.9075337e-10	2.9267405e-10	0.005707033	2.9133235e-10	2.9385427e-10	2.925155e-10	2.920773e-10	0.07360905	2.951372e-10	2.944046e-10	0.064526364	0.027456742000000003	2.9185622999999997e-10	2.911085e-10	2.94649e-10	2.931981e-10	0.006701893	2.9345098999999997e-10	2.9104796e-10	0.0060916830000000005	0.06913881	2.9237162999999997e-10	2.9230024e-10	2.928594e-10	2.9205446e-10	2.9414362999999997e-10	2.917878e-10	0.015320054	2.9440744e-10	0.022107266	2.9486094e-10	0.038297832	0.018157836	2.9279906e-10	2.926238e-10	0.012728273	2.923103e-10
744.578x931.7	0.016243812	0.014703051000000003	2.1860676e-10	2.1829007999999997e-10	2.1863301000000002e-10	0.019945381	0.006605732	2.1883285e-10	0.012895595	2.1762576e-10	0.08236385	2.1730141000000001e-10	0.0050299386	0.013482322	2.1802127999999998e-10	2.1820848999999998e-10	2.1565025e-10	0.43034145	2.1590048e-10	2.1698124e-10	2.1842168e-10	0.07932410000000001	2.1573375e-10	2.1681948999999998e-10	2.1785791e-10	2.1785417000000002e-10	0.020575762	2.1671652999999998e-10	0.024254525	0.09203088	0.062196027	2.1636175e-10	2.1728191e-10	2.1868347000000001e-10	2.1683188999999998e-10	2.1634937000000002e-10	2.159392e-10	2.1635309e-10	0.0063926484	0.037803695	2.1785582999999997e-10	2.1846668999999999e-10	2.1738388999999999e-10	2.1865177999999998e-10	2.1617737999999998e-10	0.0035922513	0.0077180843999999985	2.1582924e-10	2.1772706000000002e-10	0.0040167645000000005	2.1841545e-10	0.009065956	2.1824427e-10	0.039184693	2.1806868999999998e-10	0.012233539
756.145x911.457	0.062142648	1.0565586000000001e-10	1.05122765e-10	1.0579338e-10	1.05593805e-10	1.0473011e-10	0.0071416777000000015	1.0487923e-10	1.0583698000000001e-10	1.0531723999999999e-10	0.10517851	0.0033420294	0.0024829623	0.0034614368	1.049813e-10	1.04791856e-10	1.0467099e-10	0.40433544	1.0541431000000001e-10	1.05800646e-10	1.05288715e-10	0.082353085	1.05826285e-10	1.049781e-10	1.0508948e-10	1.0529976e-10	0.018779412	0.01593261	1.0595938e-10	0.08785915400000001	0.053051006	1.055942e-10	1.045802e-10	1.0502897e-10	1.0580327e-10	1.0515787e-10	1.05139814e-10	1.0488283999999999e-10	1.0549617e-10	0.024632664	1.0479625e-10	1.0526321000000001e-10	1.0569676999999999e-10	1.05818e-10	1.0506263e-10	1.0576796399999999e-10	0.009743842	1.0580568400000001e-10	0.055955764000000005	1.0503558e-10	1.0592563999999999e-10	0.012955271	0.019551236	0.028129477000000003	1.0559178500000001e-10	0.002971842
767.883x931.7	0.05446728	0.045392472	2.4104998999999997e-10	2.413237e-10	2.417111e-10	0.10677344	2.4174063e-10	2.3985572e-10	0.03190945	2.4050945e-10	0.09980229	2.4228486e-10	0.0049110823	2.4272334e-10	2.408602e-10	2.4227977999999997e-10	2.4239488e-10	0.35020512	2.4053972999999996e-10	2.4062094e-10	2.4115573e-10	2.4252757999999996e-10	2.4218874e-10	2.4071363999999997e-10	2.4214207999999996e-10	2.4113597e-10	2.3985205e-10	0.029371753	2.405003e-10	0.065011635	0.031175157	2.422234e-10	2.3965954e-10	2.4169727000000004e-10	2.4109273e-10	0.039609082	2.423343e-10	2.4071227999999996e-10	0.013885572	0.028909326000000006	2.4079677e-10	2.41748e-10	2.3940644e-10	2.4173233e-10	2.4279417e-10	2.4174153999999997e-10	2.4130667e-10	2.421975e-10	2.4246652e-10	2.4093e-10	2.431079e-10	0.017155547	2.4288865e-10	0.03634833	0.045072306	2.414646e-10
779.621x911.457	0.017698955	1.5468139e-10	0.008487867	1.547357e-10	1.5257168e-10	1.5475575e-10	1.541436e-10	1.5476787e-10	1.5301407e-10	1.5351308000000002e-10	0.11695314	1.5326e-10	0.0030497832	0.006964224399999999	1.5320038e-10	1.5430392e-10	1.5333251000000004e-10	0.441774	1.5371934e-10	1.5339013e-10	0.061716337	0.006221879699999999	1.5293675e-10	1.5347441000000001e-10	0.027937168	1.5431952e-10	0.022500677	1.5392207e-10	0.030551685	0.11314166	0.058440033	1.539118e-10	1.5304617e-10	1.5314078999999998e-10	1.5456725e-10	1.5230651e-10	1.537557e-10	1.536616e-10	0.009608637	1.5427036e-10	1.5443759e-10	1.5331877e-10	1.5462977e-10	1.5254491e-10	1.5447883e-10	1.5367214e-10	0.0008717091000000001	1.5329947e-10	0.03838625	1.5474187e-10	1.5469083e-10	0.004355343	1.5409098e-10	0.018156245	1.5466751000000004e-10	0.013184417
791.358x931.7	0.052359838	0.04581655	2.0866421000000002e-10	2.1044201e-10	2.1000977000000002e-10	0.039486032	2.1115769e-10	2.098556e-10	2.1127977000000003e-10	2.1070227999999998e-10	0.07897048400000001	2.1074567999999998e-10	0.014004266	0.015318883	2.0937663e-10	2.0909008e-10	2.0961198e-10	0.32882196	2.0962598e-10	2.1128138e-10	2.1010552e-10	0.11780576	2.1138982000000003e-10	2.1005582000000001e-10	2.1012315e-10	2.1082208e-10	0.0064181965	0.029860737	0.003456572	0.059809733	0.037345998	2.1126566e-10	2.0886648e-10	2.093371e-10	0.009702236	2.1028995e-10	2.1094757999999998e-10	2.1032845e-10	0.02411498	0.03402128	2.1130433999999998e-10	2.090207e-10	2.0917426000000002e-10	2.1128661000000002e-10	2.1043839e-10	0.0049626613	2.0894418000000001e-10	2.1065927999999997e-10	0.05617567	2.1021095e-10	0.014574513999999997	0.0012105796	2.1134667999999997e-10	0.009433624	0.004926213499999999	0.011403284
803.096x911.457	2.5868307e-10	0.03233159	2.557937e-10	2.5828029e-10	2.588025e-10	2.5845326e-10	0.0033064452000000004	0.02381516	2.5859181000000003e-10	2.577301e-10	0.1078753	0.022959476	2.559577e-10	2.5824137000000003e-10	2.5877583e-10	2.5600552000000003e-10	2.5561422000000004e-10	0.43558833	2.569835e-10	2.5713107000000003e-10	2.5678848e-10	2.5805423999999997e-10	2.5523713999999997e-10	2.5865052e-10	0.068945885	2.569291e-10	0.037964687	2.5909241e-10	2.5790514e-10	0.15151162	0.057892956	2.5649527e-10	2.5878422000000004e-10	2.5809362999999997e-10	2.5866577999999996e-10	2.5718894e-10	2.5771238e-10	2.568806e-10	0.007105959	2.5573857000000003e-10	2.57371e-10	2.571399e-10	2.569575e-10	2.579819e-10	2.5725813e-10	0.009353056	0.0075881304	2.587477e-10	0.01393152	2.5821572999999997e-10	2.5799765e-10	0.010235431	2.5770702e-10	0.009594361	2.5853067e-10	2.5549432000000003e-10
814.664x931.7	1.9402331e-10	0.045645498	1.9323074e-10	1.9243518999999999e-10	1.9400405e-10	0.015899261	0.0026570605	1.9419696000000001e-10	0.034592524	1.9436961999999998e-10	0.08557786	0.0119252615	1.9424808e-10	0.0048177075	1.9209306000000001e-10	1.9382135e-10	1.9238236e-10	0.43438575	1.9292913e-10	1.9284893e-10	0.008801078	0.03863922	1.9249026000000002e-10	1.9289198e-10	1.9398408999999998e-10	1.9292103e-10	0.05164683	1.9413804e-10	1.9413324e-10	0.09204916	0.032782905	1.918598e-10	1.926269e-10	1.9436851e-10	0.024897687	1.9386498e-10	1.9401257e-10	1.9419176e-10	1.9440745e-10	1.9432068e-10	1.9247006999999998e-10	1.9417917e-10	1.9283348999999998e-10	1.9143103999999998e-10	1.9386201e-10	0.0024742587	1.9245208e-10	1.9327756999999998e-10	0.07962191	1.942829e-10	0.031811167	0.0017747289999999996	1.9256223999999998e-10	1.9362258000000002e-10	1.9340589e-10	1.9446343e-10
826.401x911.457	0.013369623	0.010904054	1.923085e-10	1.9166146e-10	1.9077884e-10	0.20921181	0.0130378585	1.9064933e-10	0.032204166	1.9291724e-10	0.10258675	1.9218346e-10	1.9124186999999998e-10	0.012956025	1.9169182e-10	1.9115218e-10	1.9209735e-10	0.33503723	1.9218421000000002e-10	1.905988e-10	1.9149302e-10	0.029999297	1.9141595e-10	1.9159019e-10	1.9267457e-10	1.9121016000000002e-10	0.021254858	1.909379e-10	1.9177298999999998e-10	0.076676935	0.024668964	1.9187908e-10	1.9229017e-10	1.9042583e-10	1.9117331e-10	0.013639749	1.931901e-10	1.9068498e-10	1.9248907e-10	0.020486154	1.9167351999999999e-10	1.9045525e-10	1.9018917e-10	1.9265066000000002e-10	1.9244538000000001e-10	0.0057649673	1.9129186e-10	1.9148498e-10	0.03259188	1.9139332e-10	1.9304129e-10	0.013429046000000002	0.022477062000000003	1.920186e-10	0.009703551	1.9178396000000002e-10
838.139x931.7	1.8556294e-10	0.053635687	1.8544725e-10	1.850007e-10	1.8477288e-10	1.850921e-10	0.010858721000000002	0.014816652	1.8441762e-10	1.8408271e-10	0.04744221	1.8471825e-10	0.003904583	1.8452248e-10	1.8303343999999998e-10	1.8316056e-10	1.8454956e-10	0.4073554	1.8543131999999999e-10	1.8370493999999998e-10	1.8553427e-10	0.09055114	1.8314063999999998e-10	1.8399564e-10	1.8459251999999999e-10	1.831574e-10	0.024607329	1.8523266e-10	0.08559348	0.12652457	0.030867754	1.8460238999999998e-10	1.8540021e-10	1.848924e-10	1.844067e-10	1.8464252e-10	1.8394442e-10	1.8357606e-10	1.852256e-10	1.8482647e-10	1.8517932e-10	1.8348503000000002e-10	1.855003e-10	1.8339161e-10	1.8284188e-10	0.018313251000000003	1.8493576000000002e-10	1.8354103e-10	0.059798203	1.8399741e-10	1.8256763e-10	0.010953383	0.0056285285	1.8448622e-10	0.00039411167	0.008755098000000001
849.877x911.457	0.05125915	0.019984402	0.014544534	1.8468356000000002e-10	1.8528408e-10	0.021054953	1.8462086e-10	1.8357729e-10	1.8527772e-10	1.8558435e-10	0.19670895	0.0077872559999999985	1.8406321000000001e-10	1.8523497e-10	1.8551321999999999e-10	0.046467867	1.8523073e-10	0.19662672	1.8502946e-10	0.01942701	0.049702305	0.049636602	1.839488e-10	0.04595714	0.0043971445	1.8375804e-10	1.8567678e-10	0.01332963	0.0075209117000000015	0.012950156	1.8583761e-10	1.8378783e-10	1.8374542e-10	1.8493171999999999e-10	1.8552632e-10	0.0061247516000000005	0.004132942	0.052846853	1.8418789e-10	1.8387024e-10	1.8440091e-10	1.8401759e-10	1.8538906999999999e-10	1.841324e-10	1.8512900000000003e-10	0.05163819	1.8578446000000002e-10	0.038387742	0.04711896	1.8369216000000002e-10	0.02656854	0.0052727708	1.8435133999999999e-10	1.8459341e-10	0.007340448	0.0032140547
861.614x931.7	1.361219e-10	1.3616266e-10	1.3540306e-10	1.3468084e-10	1.3585139e-10	0.021621102000000003	0.0064292126	1.3451601e-10	0.008809246	1.3488675e-10	0.32673909999999995	1.3605728e-10	0.001702729	0.044957377	1.3476538e-10	0.006149246999999999	0.04641474	0.093171425	1.3653456000000001e-10	1.361006e-10	1.3628243999999998e-10	1.36381e-10	1.3642133e-10	0.013308774	0.009172498	0.03826147	0.04355187	0.01244381	1.3631989e-10	0.031476922000000004	1.3566598000000001e-10	1.3637918999999998e-10	1.3627284e-10	1.3537647e-10	1.354258e-10	1.3607387e-10	0.03227576	0.034270514	1.3599577e-10	1.3565407e-10	1.3602093999999999e-10	1.3460431e-10	1.3598256e-10	1.3514762e-10	1.3481756999999999e-10	0.039368276	1.355682e-10	0.020046487	0.12807779	1.3648638999999998e-10	0.020614672	0.0042572473	1.3622864e-10	1.3611176999999998e-10	0.00067855645	0.016201047
873.182x911.457	0.031942356	2.395125e-10	2.3919475e-10	2.3929242000000004e-10	2.3942845e-10	0.033483993	2.38749e-10	2.3782543e-10	0.01707369	2.3621738e-10	0.21675263	2.360548e-10	0.00785715	2.368996e-10	2.366273e-10	0.0560803	2.3900368e-10	0.19878344	2.383913e-10	2.384418e-10	2.3851093e-10	0.03851003	2.3929558e-10	2.3739852e-10	2.382145e-10	2.389727e-10	0.0087087685	0.039566383	2.3837676e-10	2.391797e-10	2.3915552999999997e-10	2.3710983e-10	2.369787e-10	2.3867294e-10	2.3745558e-10	0.049588077	0.038311344	2.394755e-10	2.3699406e-10	0.020112308	2.3861512999999997e-10	2.3906294e-10	2.375625e-10	2.3551827000000003e-10	2.3932573e-10	2.3544866000000003e-10	2.3654156e-10	2.3813637000000003e-10	0.13339332	2.3699947999999997e-10	0.016738579	0.0053955163	0.039595015	0.01620594	2.3831676e-10	0.03190119
884.92x931.7	3.1078673e-10	0.025635947000000003	3.0828642e-10	3.0880073e-10	3.079590700000001e-10	0.025381232000000004	0.010405984	0.0018105597	0.059621092	3.0828584e-10	0.19658595	3.117598e-10	3.107986e-10	3.0693462e-10	3.0947353e-10	0.11454823	3.076855e-10	0.22260217	3.1155115e-10	3.1034186e-10	3.100691e-10	3.1059887999999997e-10	3.094871e-10	3.0754642999999996e-10	3.1067826e-10	3.1021521e-10	0.045818586	0.019351566	3.0806485e-10	0.011135771	3.0990767999999997e-10	3.1024006e-10	3.1031108e-10	3.0822997e-10	0.013149645	0.07212323	3.1175268e-10	3.1007028e-10	3.0819175e-10	3.0760042e-10	3.082805e-10	3.0921096e-10	3.0956267999999996e-10	3.100158700000001e-10	3.1126843e-10	3.1151727999999996e-10	3.1073635e-10	3.1059946e-10	0.13304067	3.082923e-10	0.019181835	0.0017028401	3.112714e-10	3.1030514e-10	0.021183206	0.0067213415
896.657x911.457	0.0123326145	0.05461088	2.3689500000000004e-10	2.369732e-10	2.3705317999999997e-10	0.014685845	2.3783986e-10	2.3545127e-10	0.028892066	2.3769975e-10	0.1988502	2.3638588e-10	0.005143155	0.021425592	2.3675406000000003e-10	2.3810406000000003e-10	2.3732963e-10	0.2577159	2.350869e-10	2.354562e-10	0.029725231	0.040118497	2.3674912000000004e-10	2.3619387e-10	2.3728797e-10	2.3821442000000004e-10	0.028205834	2.3776686e-10	2.3658117e-10	2.366647e-10	0.004787944000000001	2.372183e-10	2.3579552e-10	2.3598945e-10	2.369967e-10	0.038789272	2.3706087e-10	0.06551621	2.372364e-10	2.374324e-10	2.3683855e-10	2.3526497000000004e-10	2.3813537e-10	2.3617586e-10	2.3653200000000003e-10	0.043078277000000005	0.016970474	2.3819262999999996e-10	0.09558868	2.3800054e-10	2.3504473e-10	0.026230793	2.3768612e-10	0.009658912	2.3677982e-10	0.007673575500000002
908.395x931.7	2.6451977000000004e-10	0.025177382	2.6508895e-10	2.640016e-10	2.659342e-10	0.053834565	2.6604835e-10	2.6418345e-10	0.100443155	2.6567512000000003e-10	0.0994829	0.006914632	2.6468025e-10	2.646873e-10	2.652397e-10	2.6441133e-10	2.651016e-10	0.35172236	2.6293723e-10	2.6573542999999996e-10	2.657704e-10	0.022585476	2.6366192999999996e-10	2.6504599e-10	2.638083e-10	0.012296811	0.0182866	0.031082764	2.6402425e-10	2.6518557e-10	0.0050849826	2.6374591e-10	2.6492772e-10	2.6404137e-10	2.6394217e-10	0.07059766	0.00490362	2.6456315e-10	2.6421417999999997e-10	0.03755463	2.6542188e-10	2.659322e-10	2.6433616e-10	2.6421068e-10	2.6379773e-10	0.024884202	2.6236562999999997e-10	2.6418445e-10	0.070931	0.0017707166	2.6443652999999997e-10	0.0057536378	0.013625413	0.014338918	2.6550745e-10	0.02872872
920.133x911.457	1.7423757e-10	0.048412125999999986	0.018891033	1.7488849e-10	1.7424287e-10	0.01969602	0.010992483	1.7342988e-10	0.018836161	1.7409837e-10	0.09711938	0.010722636	1.7310238e-10	1.7525413e-10	1.7462615e-10	1.7438019e-10	1.7366127e-10	0.3803706	1.7324275e-10	1.7460218000000001e-10	1.7331878e-10	0.09914906	1.7485781000000005e-10	1.7501728999999995e-10	1.7310006e-10	1.7400509e-10	0.006460827	0.014861341	1.7290704e-10	1.7354866e-10	0.0142536685	1.7405255e-10	1.7463848e-10	1.7462783e-10	0.0056598103	0.05943210400000001	1.7340375e-10	1.7530158999999998e-10	1.7463283999999995e-10	0.011984772	1.7337068e-10	1.742369e-10	1.7443808e-10	1.7352121e-10	1.7508474e-10	0.0027971237	0.0012572362	1.7482345e-10	0.04587891	1.7446436000000002e-10	1.7437886e-10	0.007360501	0.0018797802	0.054123074000000014	0.0337079	0.03615337
931.7x931.7	1.1244383e-10	0.02571605	0.026794573	1.1205738400000001e-10	1.1170016000000001e-10	1.1175237e-10	1.1235679e-10	1.1188332e-10	1.1200716000000001e-10	1.1148157e-10	0.06400764	1.1189399399999999e-10	1.1224668400000001e-10	0.011495193	1.1151857e-10	1.1136850500000001e-10	1.1141524e-10	0.38257393	1.1141823e-10	1.1182721399999998e-10	0.029952826	0.1481415	1.1224091000000001e-10	1.12014426e-10	1.1121524499999999e-10	1.12176705e-10	0.001647483	1.11017306e-10	0.13998842	1.1188973e-10	1.1183894e-10	1.1107406000000001e-10	1.1210078e-10	0.01102147	1.124359e-10	1.11951205e-10	1.1203536e-10	0.08077628	1.11936044e-10	1.1229358999999999e-10	1.1184961000000001e-10	1.11348326e-10	1.1136106599999999e-10	1.1202063e-10	1.1201356999999999e-10	1.10890325e-10	1.11673525e-10	1.1177901000000001e-10	0.0613914	1.1224048000000001e-10	0.002697195	0.0012462762	1.1241316e-10	1.1215766000000001e-10	5.8900714e-05	0.012490733
