	Astrocytes_14	Astrocytes_40	Astrocytes_41	Astrocytes_42	Astrocytes_44	Blood_73	Ependymal_47	Excluded_30	Excluded_38	Excluded_44	Excluded_6	Immune_14	Immune_32	Immune_34	Immune_35	Neurons_10	Neurons_11	Neurons_12	Neurons_14	Neurons_15	Neurons_16	Neurons_17	Neurons_18	Neurons_19	Neurons_20	Neurons_21	Neurons_22	Neurons_23	Neurons_24	Neurons_25	Neurons_26	Neurons_27	Neurons_28	Neurons_30	Neurons_48	Neurons_49	Neurons_51	Neurons_52	Neurons_54	Neurons_58	Neurons_59	Neurons_60	Neurons_61	Neurons_62	Neurons_63	Oligos_0	Oligos_1	Oligos_14	Oligos_5	Oligos_53	Vascular_14	Vascular_46	Vascular_67	Vascular_68	Vascular_69	Vascular_70
908.395x1542.741	1.0574423999999999e-10	0.0053844154	0.01758491	1.0441306e-10	1.0509137e-10	0.023801409	0.003912224000000001	0.03226116	0.013582635	1.0574283000000001e-10	1.0588611999999999e-10	1.0564969e-10	0.0047652135	0.0034005325	1.0584816399999999e-10	1.05596906e-10	1.0541418400000001e-10	0.23048183	1.05559256e-10	1.0570592e-10	0.08844436	1.0516656000000001e-10	1.0557597e-10	1.0547191000000002e-10	0.004160195	1.0580901e-10	1.04898715e-10	1.0583463000000001e-10	0.07954411	0.03058088	0.013850135	1.05693225e-10	0.37502372	1.0512023999999999e-10	0.008198675	1.05219534e-10	1.0592208e-10	0.0051912866	1.0574323999999998e-10	0.034049172	1.04641136e-10	1.0563035e-10	1.0540996499999999e-10	1.0495295600000001e-10	1.05600945e-10	0.0057436430000000005	0.0045201536	1.0581465600000001e-10	0.01551934	1.057519e-10	1.05133874e-10	1.0561866000000001e-10	1.0500061000000002e-10	1.0569081000000001e-10	1.0517519e-10	1.0553126399999999e-10
919.963x1522.327	0.04199269	9.178870999999999e-11	0.014125934	9.137142e-11	9.150221600000001e-11	0.017889643	9.192185999999999e-11	9.187664499999999e-11	9.1855266e-11	9.185245600000001e-11	0.016994223	9.188523e-11	9.176246e-11	0.022830531	9.1684244e-11	9.1476035e-11	9.1316e-11	0.12569578	9.143923e-11	9.1129486e-11	0.037682924	0.012403388	0.00636125	0.0065483805	0.011984164	9.153031e-11	9.106085e-11	9.1841944e-11	0.083367586	0.15902760000000002	0.006777699599999999	9.191064e-11	0.323166	9.170104e-11	0.004201525	9.137054e-11	9.090276e-11	9.113505e-11	0.009023552	0.04400671	9.148563000000001e-11	0.02661205	9.1697025e-11	9.1455274e-11	9.19301e-11	0.004137579000000001	0.007160501999999998	9.169142e-11	0.008536983	9.1895574e-11	9.0861686e-11	0.002616551	0.0068566636	9.16937e-11	9.096278e-11	9.1738124e-11
931.7x1542.741	0.03655358	1.2747232e-10	0.0042272196	1.2688796e-10	0.013906507	0.0134561015	1.2656962e-10	1.2682046000000001e-10	0.010243964	1.266621e-10	0.00056498894	1.2657613999999999e-10	1.2681634e-10	0.011601848	1.272799e-10	1.2582921000000002e-10	1.2663456e-10	0.26113835	1.2677305e-10	1.2738774e-10	0.022526534	0.02396808	1.2610093999999998e-10	1.262227e-10	0.04752054	1.2631975e-10	1.267791e-10	1.2636096e-10	0.07476672	0.0772687	1.2711227e-10	0.0049281185	0.28355616	1.2722481e-10	0.009171779	1.2634264e-10	1.2626362e-10	1.2627398999999998e-10	1.2614376000000002e-10	0.06977889	1.268473e-10	1.269158e-10	1.2613702e-10	1.2651726000000001e-10	1.2674355e-10	1.2712657e-10	0.0028343536	1.2698989e-10	0.0046509053	0.01495966	1.2736708999999998e-10	0.007097434000000001	1.2743488e-10	0.005279603000000001	1.2738118e-10	1.2711154e-10
943.438x1522.327	0.02064434	0.011218942	1.0277990999999999e-10	1.0200109e-10	1.0233236e-10	0.025697883	1.0240499399999999e-10	1.0195129e-10	0.025064372	1.0276364499999999e-10	0.0064861057	0.00749029	0.003955948	1.0242629e-10	1.0274444e-10	1.0273915999999999e-10	0.017340502	0.25925812	1.0208575e-10	1.0212957e-10	1.0294315e-10	0.03256661	1.0159392e-10	1.0286385600000001e-10	1.0286876e-10	1.0264337e-10	0.010514953	1.02558635e-10	0.09863344	0.09276797	0.018486492	1.0230445e-10	0.2333407	1.0255922e-10	0.0091669895	0.036819827	1.0256274e-10	1.0247612e-10	0.007441500699999998	0.026034607	1.0237297e-10	0.03208935	1.0227558399999999e-10	1.0261146999999999e-10	1.02394634e-10	1.02773644e-10	0.0027489308	0.005326329	0.00882874	1.0267959e-10	1.0277325500000001e-10	1.0192446e-10	1.0239074000000001e-10	0.008077128000000001	1.0167748000000001e-10	1.0251365e-10
955.176x1542.741	0.006962223399999999	1.7988133e-10	0.021066733	1.7998052e-10	1.7929115e-10	0.06993287	1.7868858e-10	0.060361657	1.7950673e-10	1.7925388e-10	0.03128547	1.770645e-10	0.009998636	1.7786435e-10	1.7888707e-10	1.7758199e-10	1.7973113e-10	0.2000552	1.7823315e-10	1.7787316999999998e-10	1.7918756999999998e-10	1.7992046999999998e-10	0.017292246	1.7809383e-10	0.06660772	1.7809824e-10	1.7937907e-10	1.7809551000000004e-10	0.06663016	0.107628874	0.0036417225	1.8006466e-10	0.26516798	0.0053817686	0.0057844687	1.8002241e-10	1.7826238999999996e-10	1.7893245e-10	0.020769767	0.018899987	1.7944991e-10	1.8008527e-10	1.8004644e-10	1.801622e-10	1.7861463999999996e-10	1.7733422e-10	1.7788878999999998e-10	1.7870393e-10	1.787653e-10	1.7997813e-10	1.7970371000000005e-10	0.009103176	1.7905433e-10	0.013429324	1.786453e-10	1.7869439e-10
966.913x1522.327	0.013307722	0.023145039	0.009704075	1.14646875e-10	0.010603236	1.1456841000000001e-10	0.004050420999999999	0.029822284	1.1358601599999999e-10	1.1457758999999999e-10	0.0010050588	1.1493216e-10	0.0019855434	0.017980782	1.1438913999999999e-10	1.1433003e-10	1.1478736000000001e-10	0.21945477	1.1474861e-10	1.1488394e-10	0.015724368	0.009093495	1.1458086000000001e-10	1.1418619499999999e-10	0.015358552	1.1421364e-10	1.1498128e-10	1.1425961000000001e-10	0.11287269	0.07876181	1.1428773000000001e-10	1.1498873999999999e-10	0.34745790000000004	1.14033845e-10	0.0020888916	1.14723e-10	1.1461365e-10	1.14439555e-10	0.010378687	0.04057603	1.1488986999999999e-10	1.1473263000000001e-10	1.1446792e-10	1.14000344e-10	1.1461824499999999e-10	0.0034398718	1.1501045e-10	1.1394535e-10	0.011287025	0.0025726215	1.14368855e-10	0.008100402	0.0012611218	0.008537124	0.0014303988	1.1501548999999999e-10
978.481x1542.741	1.260771e-10	1.263578e-10	0.00904022	1.249965e-10	1.265626e-10	0.02161057	0.004557086	0.02835599	0.023752507000000003	1.26544e-10	0.028771596	1.2600065e-10	0.004820343	0.018618925	1.2632141e-10	1.2596582e-10	1.2582606000000002e-10	0.3651944	1.2541801000000002e-10	1.2555013e-10	0.058759354000000014	1.2522558e-10	1.2508236000000001e-10	1.2511935e-10	0.033731297	1.2486759e-10	1.2618656e-10	1.263554e-10	0.030216236	0.0073411	0.009677205	1.2652203999999998e-10	0.23359445	0.03306075	0.0065748130000000005	1.2530275e-10	1.2554893e-10	1.2646366000000001e-10	1.2637298000000001e-10	0.046860866	1.2612016000000001e-10	0.015801761	0.007335943599999999	1.2658768e-10	1.2512053999999998e-10	0.0006153595	1.2658431e-10	1.2630503999999998e-10	1.2631443e-10	1.2552404e-10	0.0027156428	0.008993596999999999	1.250132e-10	1.2635828e-10	1.2642867e-10	1.2532235e-10
990.219x1522.327	0.02084294	0.008801868000000001	1.341594e-10	1.3409826e-10	1.341937e-10	0.031790357000000005	0.006462412	0.023853645	0.023123115	1.3263611e-10	0.0019751566000000003	1.3420291e-10	1.3362796000000002e-10	0.015621708	1.3439273e-10	1.3270215e-10	1.3308033999999998e-10	0.3848086	1.3336976000000002e-10	1.3280496000000002e-10	0.03976389	1.3417144e-10	1.3405249e-10	1.3290886e-10	0.039239615	1.3275583e-10	1.3380752e-10	1.3419472e-10	0.04741762	1.3399523e-10	0.0007270684599999999	1.3375112e-10	0.21732785	1.3327339e-10	1.3391781e-10	0.024415847	1.3419882e-10	1.341653e-10	0.012516419	0.07501465	1.3431202e-10	1.3437709e-10	1.3361623e-10	1.3315041000000002e-10	0.012072021	0.0016003237	1.3321926000000002e-10	1.3441605e-10	0.0062936903	1.3336392e-10	1.338509e-10	1.3347792e-10	1.3314558e-10	0.0063311923	1.3384706999999998e-10	1.3411285e-10
1001.956x1542.741	0.05441933	1.4017688e-10	1.3943399e-10	1.3990978000000001e-10	1.401801e-10	0.0313935	1.3956808e-10	1.4048013e-10	1.4031653999999998e-10	1.3994687e-10	1.4015336e-10	1.3981268e-10	1.3886044e-10	0.0074773077	1.387969e-10	1.4038692e-10	1.4016567e-10	0.30648792	1.3985614e-10	1.3972603999999998e-10	0.021490436	0.016654974	0.07058926	1.3956276e-10	0.03213855	1.390001e-10	1.3953322e-10	1.4009349e-10	0.015067668	0.08563243599999999	0.0033490153000000004	1.4018224e-10	0.23573767	1.3945366000000001e-10	0.014267071	0.034388598	1.3884853e-10	1.402697e-10	0.020235332	0.011577872	1.3864292e-10	1.3859823000000002e-10	1.3980787e-10	1.3922352e-10	1.3958883999999998e-10	0.00652276	0.004445413	1.3977881e-10	0.0028588763	1.3996156e-10	1.403773e-10	1.3923653e-10	1.4039657e-10	0.023839537	1.4017715e-10	0.00142657
1013.694x1522.327	0.022431595	0.011664744	0.0069587613000000005	1.3070175e-10	1.3114401e-10	0.034953494	1.2983387e-10	1.310575e-10	0.029114071	1.3032138999999998e-10	0.006934196	1.2985021e-10	0.003407985	1.3076684e-10	1.3127514e-10	1.3027715e-10	1.3066537e-10	0.23390953	1.2992354e-10	1.302292e-10	0.009325532	0.043571535	1.3080476e-10	1.3122033e-10	1.3128515e-10	1.3104973999999998e-10	0.022016225	1.3113499e-10	0.04237911	0.111788794	1.2978188000000002e-10	0.03136541	0.21311738	1.3106748e-10	1.3045966999999999e-10	0.021750107	1.2982249e-10	1.3117778000000002e-10	1.3043454e-10	0.097602606	1.310085e-10	0.016982256	1.3122757e-10	1.3046613999999998e-10	1.3133023999999998e-10	0.006569518000000001	1.3115677e-10	1.3115851000000002e-10	1.3012269e-10	1.3117102e-10	1.309011e-10	1.3027616000000002e-10	0.015979562	0.016703093000000002	0.0014745429999999998	1.3080326e-10
1025.432x1542.741	1.6446557e-10	0.023340575	0.021127783	1.6260747e-10	1.6395536e-10	0.014608041	1.6361484e-10	0.055103987	1.646294e-10	1.6440002e-10	0.013769539	1.6362638999999998e-10	0.0077909837	1.6450698e-10	1.6416156e-10	1.63018e-10	1.625867e-10	0.2051458	1.6449883e-10	1.6420855e-10	1.6464227e-10	1.640298e-10	0.017033938000000002	0.025231352	0.024523193	1.6434858999999995e-10	1.6394441e-10	1.6337876999999998e-10	0.0557344	0.16749254	1.6426523999999996e-10	1.6431319e-10	0.16789997	0.023909057	0.013135076	1.6312096e-10	1.6375783e-10	1.642264e-10	0.026243154	0.030609723	1.6285516000000004e-10	0.09816437	1.647739e-10	1.6417222e-10	1.6222891000000002e-10	0.0037702962	0.0009958387	1.6457038999999999e-10	1.6364700000000002e-10	1.6286572e-10	1.6319814e-10	1.6464637e-10	0.004370469	1.634779e-10	1.6367946000000002e-10	1.6364700000000002e-10
1036.999x1522.327	0.010119267	0.010362765	0.025421925	1.3833805e-10	1.3833462e-10	0.00892867	1.380618e-10	0.047077145	1.3772593000000001e-10	0.009936264	0.027212145	1.3752723e-10	1.3814108e-10	0.012496248	1.3726124e-10	1.3810157e-10	1.3822121e-10	0.26813945	1.3736652e-10	1.3813899e-10	0.026069794	0.053851143	0.009269978	1.380052e-10	0.028864346000000006	1.367449e-10	1.3724238e-10	1.3718873e-10	0.033656902999999995	0.103548735	1.4829111999999999e-10	1.3767341000000002e-10	0.17326745	1.3684064e-10	1.3731073e-10	0.0146031985	0.0087373275	1.3800758e-10	0.026539564	0.04495075	1.3711863999999998e-10	1.385649e-10	1.3654786000000001e-10	1.3791705e-10	1.3812212e-10	1.38375e-10	1.3845315e-10	0.0029882586	0.025860606	0.019971984	1.3824178e-10	1.3840931000000002e-10	1.3835152e-10	0.00428015	1.3750545e-10	0.003845912
1048.737x1542.741	2.6269065e-10	0.035584573	2.6119082000000004e-10	2.636016e-10	2.6123514e-10	2.633855e-10	2.609722e-10	0.038075905	0.01687378	2.6216956e-10	0.04588138	2.6257393e-10	2.6008073e-10	2.628731e-10	2.6307673e-10	2.6309782e-10	2.636866e-10	0.18894441	2.6193564e-10	2.5898672e-10	0.012367043	2.632991e-10	0.053314276	2.6345937e-10	0.07255497	2.6338903e-10	0.00023613476	2.6339256e-10	2.6296335e-10	0.20996113	0.020484196	2.620691e-10	2.6142655e-10	0.094044775	2.6077465e-10	0.033609305	2.6251737e-10	2.610807e-10	0.018440958	0.033568542	2.6211407999999996e-10	0.094920985	2.6184424e-10	2.607856e-10	2.609299e-10	2.6163107999999996e-10	2.6164057e-10	2.622606e-10	2.6191418e-10	0.010660364	2.6195865e-10	2.6236266e-10	2.6220356e-10	0.020477293	2.6310532e-10	2.6301805e-10
1060.475x1522.327	1.3236506000000002e-10	0.01978222	0.005434621999999999	0.0028781865	0.006674834	0.031002501	1.3210627e-10	0.014104726	0.026303628	1.3192901000000001e-10	0.025119996	1.3121529e-10	0.009047147	1.319572e-10	1.3199847e-10	1.3165677e-10	1.3081772e-10	0.2821106	1.313876e-10	1.3171956999999998e-10	1.3149841e-10	0.05314692	0.036700424	1.3045817e-10	0.034840856	1.3108321e-10	1.3116726000000002e-10	1.3014699e-10	0.01547564	0.13902651	1.317173e-10	0.07148713599999999	1.3157067e-10	0.039419107	0.009662222	0.022717929	1.3171755e-10	0.005220395	0.027464638	0.03451614	1.321998e-10	0.06518005	1.3096901e-10	0.005563942	1.3184448e-10	1.3236152e-10	0.006452264	1.3231331000000002e-10	1.3094328e-10	1.3081472e-10	1.3133973e-10	0.0003235487	1.3204557e-10	0.0071948	0.0011013707	0.0020475083
1072.212x1542.741	1.4232547e-10	0.011206454	1.4377949e-10	1.4292775e-10	0.014669232	0.007098058199999998	0.0027133091	0.044927336	0.022270415	1.4308678e-10	0.011355949	1.4251941e-10	1.4378963e-10	1.426271e-10	1.438711e-10	1.4311025e-10	1.423385e-10	0.22356522	1.4400453e-10	0.046205953	1.4404739e-10	1.4366817e-10	0.060001504	1.4395207e-10	0.031840105	1.4394548e-10	1.4318398000000001e-10	1.4220201000000002e-10	1.4402458e-10	0.11284525	1.441246e-10	0.024223875	0.026558142000000003	0.09535142	0.013920875	0.0140004745	1.4343435e-10	1.4372875e-10	0.01072723	0.050121587	1.4414604e-10	0.14696832	1.4326291999999998e-10	1.4393313e-10	1.4251996999999999e-10	1.4378661e-10	0.0008283464999999999	1.4303084e-10	1.4359611999999998e-10	1.4339031000000005e-10	1.4372162e-10	0.00874756	1.4263037e-10	0.006271727	0.013581733	1.4327411000000002e-10
1083.95x1522.327	0.031966507000000005	1.1678736999999999e-10	0.015679345	1.1672123e-10	0.040014263	1.172467e-10	1.15867906e-10	0.032072753	1.173541e-10	1.1736573e-10	1.1664778999999998e-10	1.1698088e-10	0.014494137	1.172572e-10	1.1609023e-10	1.157526e-10	1.1694383999999998e-10	0.31528779999999995	1.1744478e-10	1.173655e-10	0.0051625995	0.012756248	0.037873853	1.1725922e-10	0.010955143999999998	1.1639663999999999e-10	1.1742014e-10	1.1615999e-10	0.04145793	0.14948	0.0031571747	0.1141985	0.013801931000000002	1.1715282e-10	0.012165147	1.1730663999999998e-10	1.1680006e-10	1.1677645e-10	0.008133519	0.045396667	1.1691598e-10	0.0706529	1.1731e-10	1.165855e-10	1.1713114e-10	1.1728807e-10	0.010192917	1.172107e-10	1.1729703e-10	1.1703087e-10	1.1737603e-10	0.010977396	0.0011895965	0.0029337397	1.1643016000000002e-10	1.1734244e-10
1095.518x1542.741	0.03535659	1.368481e-10	1.36161e-10	1.3697135e-10	1.3638218000000002e-10	1.3727971999999998e-10	0.0031695140000000004	0.04529024	0.01936041	1.372962e-10	0.003911599	1.3711013999999998e-10	0.014514578500000003	1.3561516000000002e-10	1.3659722e-10	1.3532085e-10	1.3652794e-10	0.19838247	1.3704007e-10	1.3632159e-10	0.031167697	0.014889445	0.055011008	1.3713261999999998e-10	1.3681338e-10	0.015443181	1.3536448e-10	1.3565914e-10	1.372483e-10	0.22704633	1.3627063e-10	0.06755183	1.3608700000000002e-10	0.013446782	0.018806765	1.3674294e-10	1.3615788999999998e-10	1.366423e-10	0.047365848	0.03259998	1.3684966e-10	0.12454144	1.3687028e-10	1.3593654e-10	1.3560611e-10	1.373059e-10	0.0025012367	1.3694523e-10	1.364751e-10	1.3640014e-10	1.3679956e-10	1.3553138000000002e-10	0.019762572	0.004659374	0.0052210744	1.366264e-10
1107.255x1522.327	1.3571311000000001e-10	0.028648013	1.357719e-10	1.353765e-10	1.3544005e-10	1.3550412e-10	1.3451194e-10	1.3571491000000002e-10	0.059504513	1.3575428e-10	0.038991623	1.3483791999999998e-10	1.3577085e-10	0.0034317896000000004	0.0078780055	1.3446935e-10	1.3592191e-10	0.1542657	1.351469e-10	0.009310126	1.3578172e-10	0.011771375	0.046093095	1.3496708e-10	0.049560983	0.006939339	1.356378e-10	1.3432813e-10	1.3525803e-10	0.11442178	1.3581333000000002e-10	1.3591075e-10	0.035408314	0.07120371	0.0018956534	0.0316066	1.3598931999999998e-10	0.0033133388	0.015546363	0.07287681	1.3524591e-10	0.06404853	0.025250763	0.027773676	1.3605679e-10	1.359359e-10	0.026386134	1.3601345e-10	0.06497964	1.3422183e-10	1.345992e-10	0.022945486	1.3578484e-10	0.0059485333	1.3486773999999998e-10	1.3521599e-10
1118.993x1542.741	1.9144224e-10	1.9088328e-10	0.025461094	1.915244e-10	0.022186927	1.9164206e-10	1.9053661000000002e-10	0.020984337	1.8985426e-10	1.9110075e-10	0.030917566	0.019797992	1.9130171000000002e-10	1.9125426000000002e-10	1.9099763e-10	1.903118e-10	1.9166108000000002e-10	0.18345146	1.8938337e-10	1.9175433000000002e-10	0.046418805	1.9153865e-10	0.056249473	1.8953622e-10	0.0323558	1.9147911e-10	1.9056351e-10	1.905846e-10	0.005767677	0.18709417	1.9113612e-10	0.10379646	0.03378099	0.036414944	0.00037203627	1.9001218999999998e-10	1.9129293999999998e-10	1.8877748e-10	0.036633335	0.011848088	1.906635e-10	0.07735734	1.9166255e-10	1.9123603e-10	1.9115835e-10	0.0028621035	1.8995204e-10	1.9071951e-10	0.026013669	1.9151307e-10	1.899832e-10	0.0010854369	1.910541e-10	0.028625773	0.0077532264	0.0027713417
1130.731x1522.327	1.7302391e-10	0.025070637000000003	1.721657e-10	1.7303645e-10	0.0056452597	0.017514309	0.0056520730000000005	0.03376236	0.04556621	1.7251742e-10	0.007048093199999998	1.7352494e-10	1.7280459e-10	1.7359413999999998e-10	1.7359943e-10	1.7201733999999995e-10	1.7255757e-10	0.18941821	1.7175703000000001e-10	1.7266326000000002e-10	1.7370277e-10	1.7310546e-10	0.05170903	0.050599735	1.7353123e-10	1.733731e-10	0.008815534	1.7310481e-10	1.7383037e-10	0.13419859	1.7154028000000002e-10	1.731236e-10	0.07416759	0.03888615	1.73304e-10	0.03340789	1.7322731999999998e-10	0.0047579515000000005	0.02462062	0.10622553	1.7266655e-10	0.07057035	0.037714314	0.007168096999999998	1.7221562e-10	1.7161195e-10	0.0012793232	0.014026066	1.7287251e-10	1.7172098e-10	1.7291868e-10	0.0025375418	0.005437361999999999	0.0025550912	0.0016459689	1.7220313e-10
1142.468x1542.741	0.026184235	1.847256e-10	0.02440537	1.8411496000000002e-10	1.834269e-10	0.013290498	0.0038296995	0.04624847	0.0057808096	1.8479961999999999e-10	1.8479185e-10	0.009263987	1.8470166000000002e-10	0.025614196	1.8538283e-10	1.826846e-10	1.8414728e-10	0.23372819	1.8493149e-10	1.8376833e-10	0.016597522	0.01412549	0.06361583	1.8370735e-10	0.036251858	1.8333106000000002e-10	1.8510758e-10	1.8440421000000002e-10	1.8509029e-10	0.16446112	1.8507228999999998e-10	0.07640462	0.059523378	1.8550272e-10	1.831972e-10	1.8409389e-10	1.8486129e-10	1.8383495e-10	0.037353776	0.07256644	1.843708e-10	0.039618667	1.8331847e-10	1.8520328e-10	1.8234553000000001e-10	1.854309e-10	0.005958221	0.005677986	1.8499533999999998e-10	1.8531e-10	1.8504686999999999e-10	0.012694435	1.8280693999999998e-10	1.842249e-10	0.006805088000000001	1.851789e-10
1154.036x1522.327	0.03887192	1.3735274e-10	0.014263436	1.375281e-10	1.3763386e-10	0.016518533000000002	1.371624e-10	1.3635978e-10	1.3659561e-10	1.3654743e-10	1.3749847e-10	0.00968861	0.003031065	1.3637043e-10	1.3761943e-10	1.3713364e-10	1.369909e-10	0.30127653	1.3755198e-10	1.3780777e-10	0.0047605615000000006	0.012729941000000002	0.022780428	1.3633195e-10	1.3674055e-10	1.3735771000000001e-10	1.3720035e-10	1.3679193999999998e-10	0.066398256	0.0680085	0.020182004	0.052765068	0.09908227	0.031610634	0.005443267	1.3658467e-10	1.3641388000000001e-10	1.370118e-10	0.020448744	0.08130193	1.3622174e-10	0.07493605	1.3681698999999998e-10	1.3728595e-10	1.3648023999999999e-10	1.3761312e-10	0.0026007786	1.377087e-10	0.022870872	0.01972895	1.35824e-10	0.0048317807	0.005869856999999999	1.3595101e-10	1.3705152e-10	1.3728857e-10
1165.774x1542.741	2.411994e-10	0.02617832	2.4075036e-10	2.3827207e-10	8.052581e-09	2.4154193e-10	0.018982582	0.01257827	0.046750676	2.4097777e-10	0.0022556917	2.419726e-10	0.005864179000000001	2.4184066e-10	2.4121552e-10	2.4132088e-10	2.3924296e-10	0.25267252	2.4085647000000003e-10	2.417318e-10	0.049310353	0.0049465504	2.4164146e-10	2.4175165e-10	0.08068505	2.394854e-10	2.4048555e-10	2.3923294e-10	2.4130525e-10	0.17666952	0.0060946904	0.054630514000000005	0.054928154000000014	0.05853033	2.413287e-10	2.3933744e-10	2.391011e-10	2.4044516000000003e-10	0.024469106	2.4128316000000003e-10	2.3986757e-10	0.088760436	2.4079674e-10	2.4172445e-10	2.407577e-10	2.398017e-10	0.001007009	2.4106145e-10	0.012526213	2.4147281e-10	2.4008453999999997e-10	0.017500365	2.4117364e-10	0.0046594813	2.409465e-10	2.379664e-10
1177.511x1522.327	1.8049157e-10	0.058252163	1.8016652e-10	0.009369966	0.00960684	0.011380843	1.7925851999999998e-10	0.015443948	0.008988725999999999	1.8071408e-10	0.013581851	1.803484e-10	0.010851382	1.7951376e-10	1.801569e-10	1.8010778e-10	1.8063243e-10	0.14079466	1.7907364e-10	1.802425e-10	1.7707347e-10	1.8006449e-10	0.11614351	0.021456026	0.07998380000000001	1.8086961e-10	1.8081751e-10	1.792982e-10	1.8032743000000001e-10	0.08207665	1.8075719e-10	0.026920473	0.1180898	0.06913596400000001	0.008696521	0.0047133663	1.7906338999999998e-10	1.7857599999999998e-10	0.020362798	0.08715446	1.798191e-10	0.04214737	1.8039313e-10	1.7990144e-10	1.7952301e-10	1.7839932e-10	0.0092108715	1.801277e-10	1.8036836e-10	1.786053e-10	0.009986993	0.0066079623	1.8005934e-10	0.019043142	1.8072685e-10	1.806114e-10
1189.249x1542.741	1.4097967e-10	0.043966226	0.023514844	1.4068982e-10	0.016286673	0.014879031	0.005856617	1.4108889e-10	1.4053052e-10	1.406646e-10	1.4070672e-10	1.3945552e-10	0.007284428000000002	1.4097241000000001e-10	1.3911308e-10	1.387781e-10	1.4069573e-10	0.120618634	1.4056216e-10	1.4069358e-10	0.058269892	1.4071774e-10	0.029774543	1.402424e-10	0.058516838	1.3939781000000002e-10	1.4000615e-10	1.4059086e-10	1.4085012e-10	0.063768595	0.013376905	0.17234294	0.16769984	1.4061043e-10	1.3936644e-10	1.4077788e-10	1.3908603e-10	1.4005022e-10	0.020735491	0.056194432	1.4070191000000002e-10	0.103318095	1.4046111e-10	1.4062411e-10	1.3971031e-10	1.3994127e-10	1.403781e-10	1.3879874e-10	0.007286341999999999	1.4032055e-10	1.4009108e-10	1.3990789e-10	0.0136109125	0.0026987067	1.4028843e-10	1.4020282e-10
1200.987x1522.327	1.8725117e-10	0.00972041	0.025992401	1.8652578e-10	1.8711373e-10	1.872869e-10	1.8712264e-10	0.07694818	0.015594313	1.8572595e-10	1.8722868e-10	1.867707e-10	1.8664037e-10	0.002542641	1.8485762e-10	1.844955e-10	6.4785586e-06	0.11245957	1.871819e-10	0.021745432	1.8579327e-10	1.8671728e-10	0.048879627	1.8621972e-10	0.064669564	1.8640236999999998e-10	0.044343982	1.8546824e-10	0.017998125	0.11383246	1.8727868999999998e-10	0.07330279	0.15247083	1.8703131000000002e-10	1.8568344e-10	1.8568626999999999e-10	1.8538229e-10	1.8724798e-10	0.025158832	0.06256553	1.8562961e-10	0.08342341	1.8712444e-10	1.8399929e-10	1.858684e-10	1.8658805e-10	1.8527979e-10	0.011852008999999998	1.8608266e-10	0.021500671	1.842866e-10	0.0037086608	1.8558112e-10	0.011284197	1.8684626000000002e-10	1.8656028e-10
1212.554x1542.741	0.016318591	5.486138e-10	0.007515209	0.006514024	1.9581141000000002e-10	0.080515675	0.008536799999999999	1.9585773e-10	0.028776465	1.9420238999999998e-10	1.9585401e-10	1.9489592e-10	0.007150681700000001	1.9245087e-10	1.9527248e-10	1.9554793e-10	0.009546617	0.120227404	1.9575428999999998e-10	0.002999156	0.023785034	0.026679737	0.027913015	5.4568294e-10	0.04210886	0.008316843	0.006874766	1.9551884e-10	1.951403e-10	0.097491026	0.034254067	0.05881148200000001	0.102229476	0.063203126	0.01407843	1.9510532e-10	1.9495691e-10	1.9514515e-10	1.9491155e-10	0.042071186	1.9455015e-10	0.1443776	1.9571547e-10	1.9521215e-10	1.951902e-10	1.9403391000000002e-10	1.9448002e-10	0.0036319268	1.9573561e-10	1.9394437e-10	1.9478444e-10	0.004645416	0.011427352	1.9524903e-10	1.9527845e-10	1.9373844e-10
1224.292x1522.327	1.3569713000000002e-10	1.3636497e-10	0.011821263	1.3546209e-10	1.3629295e-10	1.3671188e-10	0.0029131240000000004	0.071506135	0.01360494	1.365563e-10	1.3605529e-10	1.3633378e-10	1.3479761999999999e-10	0.0041005826	1.3631792e-10	1.3499497e-10	1.3623604e-10	0.1171193	1.3569586000000002e-10	1.3670666e-10	0.010566483	0.031355064	0.04380224	1.3661543e-10	0.043891914	1.357093e-10	1.3659406e-10	1.3497771000000002e-10	0.06674930000000001	0.21851349	1.3649717e-10	0.10329302	0.04982213	0.010755437	1.3522199e-10	1.3475675e-10	1.3539336e-10	1.3537063e-10	0.030939063	0.009773696	1.3493758e-10	0.12716833	1.3578e-10	1.3641102e-10	1.3441635e-10	0.0010440364	0.0030632352	0.0025288828	1.3538302e-10	0.012612297	1.3555744e-10	0.006138640999999999	1.3645553e-10	0.006917169	1.358831e-10	1.3618745e-10
